Bathrooms,Bedrooms,Garage,House_Type,Neighborhood,Pool,Property_ID,Renovated_Year,Sale_Price,Square_Feet,Year_Built
4.5,6,1,Loft,University City,1,395,2010,1199343,1578,1978
2.0,6,0,Loft,Rittenhouse Square,0,396,,1441723,5053,1950
4.0,2,1,Apartment,Rittenhouse Square,1,397,2015,624740,4071,1920
5.0,5,0,Townhouse,Rittenhouse Square,1,398,,1099079,4636,1971
3.5,1,0,Row House,Center City,1,399,2010,264174,1891,1952
1.5,4,2,Single Family,Center City,0,400,2018,653688,5756,1991
1.0,1,0,Apartment,Chestnut Hill,1,401,2015,159507,5124,1951
1.0,5,0,Row House,Rittenhouse Square,0,402,2015,1250657,5519,1995
3.0,5,2,Loft,Old City,0,403,2020,227484,5405,2001
3.0,4,0,Condo,Northern Liberties,0,404,2010,1257723,5790,1945
4.0,3,1,Single Family,Fishtown,1,405,2018,679697,6861,1980
4.0,4,0,Single Family,Fishtown,0,406,,841007,2829,1918
2.0,2,1,Condo,Fairmount,0,407,2010,865915,1199,1927
2.0,5,1,Loft,University City,1,408,2010,1351004,2454,1933
2.5,6,2,Condo,Fairmount,1,409,,800374,2272,1991
2.5,6,1,Condo,University City,0,410,2010,539419,1482,1953
4.0,2,1,Loft,Fishtown,0,411,2018,187417,4031,1928
3.0,5,1,Apartment,Rittenhouse Square,0,412,2015,468847,2997,1933
3.5,5,2,Apartment,University City,0,413,2010,586448,5332,1946
1.5,6,0,Row House,University City,1,414,2010,389154,6352,2020
2.5,4,2,Single Family,Center City,0,415,,1460302,2093,1956
3.0,2,2,Single Family,Society Hill,0,416,2020,1446612,1399,1981
3.5,4,0,Loft,Chestnut Hill,0,417,,1046878,2809,1903
2.5,5,2,Single Family,Rittenhouse Square,1,418,2020,1284823,2871,1995
3.0,4,0,Loft,Fishtown,1,419,,979813,3605,1977
2.0,6,2,Townhouse,Bella Vista,1,420,2010,403696,6012,1979
1.5,1,2,Townhouse,Old City,1,421,2018,1405158,1762,1917
3.0,3,0,Condo,Fishtown,0,422,2018,435785,2768,1921
5.0,3,1,Single Family,Fairmount,1,423,,578831,5492,1992
4.0,3,2,Row House,Northern Liberties,1,424,2015,332643,6232,1949
2.0,3,2,Row House,Chestnut Hill,0,425,,151878,6928,1900
1.5,1,2,Row House,University City,1,426,2010,1188151,6852,2002
2.0,3,2,Townhouse,Rittenhouse Square,1,427,2015,466923,5186,1933
5.0,1,1,Townhouse,Center City,1,428,2018,394725,3525,1912
4.0,2,2,Apartment,Chestnut Hill,1,429,2018,1334618,6027,1916
1.0,5,0,Single Family,Fishtown,0,430,2015,848216,6586,1961
5.0,3,2,Single Family,Northern Liberties,1,431,2020,1494956,4741,2005
5.0,3,2,Mansion,Bella Vista,0,432,2015,394817,6003,1926
4.0,2,0,Single Family,Bella Vista,1,433,2018,1390233,1372,1903
3.0,1,2,Mansion,University City,0,434,2015,282771,2750,2010
1.0,4,1,Mansion,Society Hill,0,435,2020,939741,3671,2014
5.0,2,1,Apartment,Chestnut Hill,1,436,2018,1251794,5297,1954
2.5,4,0,Row House,Old City,0,437,2010,313992,2862,1975
4.5,3,1,Row House,Rittenhouse Square,0,438,2018,1480149,5292,1967
3.5,4,0,Apartment,Society Hill,0,439,,261981,6630,1922
2.0,3,0,Apartment,Fishtown,0,440,2020,550400,1392,1935
5.0,5,1,Mansion,Bella Vista,1,441,2018,722119,2488,1978
5.0,5,1,Single Family,Fishtown,1,442,,1081639,6752,1921
1.5,1,0,Mansion,Old City,1,443,,333574,1790,1910
1.0,6,1,Apartment,Rittenhouse Square,1,444,2010,700201,4591,1993
5.0,6,0,Mansion,Society Hill,1,445,,1356058,4656,2019
3.0,5,0,Mansion,Fishtown,0,446,,814490,1915,1994
4.5,3,2,Mansion,Center City,1,447,2020,679488,3914,2018
1.0,1,0,Loft,Bella Vista,0,448,2018,1045333,4132,1958
5.0,6,1,Loft,Northern Liberties,1,449,2018,1108146,5916,2002
4.5,1,0,Single Family,Fishtown,0,450,2018,802518,6683,1931
3.5,2,2,Condo,Society Hill,0,451,2010,1344295,5957,2018
1.5,4,2,Single Family,Bella Vista,0,452,2018,819196,1129,1942
5.0,5,2,Condo,Bella Vista,0,453,,1280219,870,1911
1.0,3,2,Townhouse,Chestnut Hill,1,454,2010,861491,4672,1940
3.5,3,1,Townhouse,Center City,1,455,2018,1358995,4292,1941
4.0,1,0,Single Family,Chestnut Hill,0,456,2015,1301713,3643,1914
1.5,4,1,Townhouse,Fishtown,0,457,2020,620086,2438,1915
2.0,1,0,Single Family,Old City,1,458,,1175818,5990,1985
1.5,6,0,Mansion,Northern Liberties,1,459,2015,275043,5479,1925
3.0,5,0,Apartment,Fishtown,0,460,2015,673355,3228,1957
5.0,3,0,Apartment,Fairmount,1,461,,482108,2369,1984
3.5,6,0,Townhouse,Society Hill,1,462,2018,1478472,5101,1992
4.0,2,1,Townhouse,Center City,0,463,2015,1155687,1492,1928
4.0,3,1,Mansion,Fishtown,0,464,2015,268216,6820,1948
3.0,6,0,Single Family,Center City,1,465,2010,759767,5990,2001
5.0,1,2,Loft,Fishtown,1,466,2010,231174,2198,1996
1.5,5,2,Condo,Old City,0,467,2015,1125855,6904,1918
5.0,4,1,Condo,University City,1,468,2020,191171,4814,1945
3.0,1,2,Loft,Northern Liberties,0,469,2020,1162244,6239,1958
3.5,4,1,Loft,Fairmount,1,470,2015,761423,1940,1961
2.0,3,0,Loft,Northern Liberties,1,471,2020,813022,6670,1933
3.0,1,2,Row House,Rittenhouse Square,0,472,,352744,6577,1902
4.5,2,1,Townhouse,Northern Liberties,0,473,2015,1225865,3819,1914
3.0,5,2,Townhouse,University City,1,474,2010,862439,5021,2011
5.0,1,0,Single Family,Fishtown,0,475,,303330,6073,1980
5.0,3,0,Townhouse,Fairmount,0,476,2015,1159178,4498,1971
4.5,2,1,Mansion,Rittenhouse Square,1,477,2018,212372,6515,1970
1.0,2,0,Loft,Northern Liberties,1,478,2010,435523,936,1930
2.5,2,0,Single Family,Society Hill,0,479,2015,205749,1967,1914
3.0,1,2,Townhouse,Rittenhouse Square,1,480,2020,330870,2107,1907
3.5,1,0,Single Family,Northern Liberties,0,481,,391782,2692,1911
4.5,6,0,Condo,Rittenhouse Square,1,482,2010,1204145,1116,1900
3.0,6,2,Mansion,University City,0,483,,1161683,4628,2022
1.0,2,2,Apartment,Fairmount,1,484,2020,688530,1696,1953
1.0,6,1,Apartment,Society Hill,0,485,2020,953903,4276,1916
1.5,6,2,Loft,Fairmount,0,486,2010,1199306,3986,1913
2.0,3,2,Mansion,Fishtown,1,487,2018,434484,1507,1977
2.5,1,2,Loft,Northern Liberties,1,488,2018,1237482,4500,1923
2.0,2,2,Townhouse,Society Hill,0,489,2018,723600,2356,1900
4.0,1,1,Loft,Old City,0,490,,203147,5717,1905
3.5,3,1,Loft,Old City,1,491,2018,238812,5496,1947
4.0,4,0,Condo,Fairmount,1,492,2015,587349,5153,1984
1.5,4,2,Apartment,Fishtown,0,493,2015,1103896,4702,1926
4.5,1,0,Mansion,Old City,0,494,2015,726802,4252,1977
3.0,6,1,Apartment,Center City,1,495,2010,1247071,6402,1939
2.5,6,0,Single Family,Chestnut Hill,0,496,2015,1250327,5452,1914
4.5,3,0,Apartment,Center City,0,497,2018,1122451,1919,1996
2.0,5,1,Townhouse,Society Hill,0,498,2018,703582,1142,1993
2.5,3,0,Condo,Old City,1,499,2010,205905,5443,1929
1.5,2,0,Single Family,Bella Vista,0,500,2020,1362366,5890,1976
1.0,6,1,Loft,Northern Liberties,0,501,2010,695619,2270,2003
1.0,3,0,Row House,Old City,0,502,2015,1042751,4327,1965
2.0,6,1,Mansion,Bella Vista,0,503,,1082405,3312,1974
3.5,6,2,Townhouse,Fairmount,0,504,2020,1099425,4415,1901
5.0,3,2,Single Family,Society Hill,0,505,,1452148,2844,1944
3.0,1,0,Single Family,University City,1,506,,949054,5942,1944
1.5,2,0,Loft,Northern Liberties,1,507,2020,260448,4068,1946
4.0,2,2,Mansion,Fairmount,0,508,2018,745678,1383,1993
3.0,4,1,Loft,Fairmount,1,509,2018,656714,5230,1916
2.5,3,1,Row House,Bella Vista,0,510,2010,1441272,6178,1901
2.5,5,1,Condo,Old City,1,511,2020,968754,6137,2012
3.0,1,2,Mansion,Rittenhouse Square,1,512,2015,717991,6522,2019
3.5,1,0,Row House,Fairmount,1,513,2015,1494132,3021,1951
3.5,1,1,Row House,Fairmount,1,514,,906414,2190,1980
3.5,3,2,Townhouse,University City,1,515,2020,445751,3502,1975
1.0,6,0,Mansion,Center City,0,516,2018,1012770,6894,1939
2.5,1,1,Townhouse,Northern Liberties,0,517,,1194653,1236,1962
1.5,3,2,Apartment,Center City,0,518,,1487100,3106,1959
1.5,5,0,Single Family,Fairmount,0,519,2015,1138208,6413,1973
5.0,2,1,Townhouse,Chestnut Hill,0,520,,1270241,6049,2022
1.5,4,1,Single Family,Fishtown,0,521,2015,566635,1922,1977
2.0,3,2,Row House,Center City,1,522,2010,1069074,2157,1971
4.0,5,2,Loft,Chestnut Hill,1,523,2010,1228791,3363,1978
4.5,2,2,Townhouse,Chestnut Hill,1,524,,322024,1530,1970
4.0,5,2,Townhouse,University City,1,525,2015,1132942,3006,1969
4.5,5,1,Row House,Center City,1,526,2010,1482176,2945,1923
5.0,4,1,Mansion,Bella Vista,0,527,2018,960675,5835,1978
4.5,1,0,Single Family,Chestnut Hill,0,528,2015,1426641,5573,2015
1.5,4,2,Single Family,Fairmount,1,529,2018,415033,5795,1988
4.0,4,2,Loft,Fishtown,1,530,2010,1445548,4256,1937
3.0,6,0,Loft,Bella Vista,1,531,2020,388090,6429,1919
3.0,2,2,Condo,Fishtown,1,532,2015,297528,1868,1990
3.5,6,1,Mansion,Chestnut Hill,0,533,2018,224797,3007,1987
4.5,5,2,Condo,Old City,1,534,2018,1071255,2040,1999
4.0,3,2,Condo,Rittenhouse Square,0,535,2010,517690,2112,2021
3.0,1,2,Single Family,Old City,0,536,2015,1385400,1297,1915
1.0,5,1,Mansion,Fishtown,1,537,2010,1378489,5730,1965
3.5,6,0,Row House,Old City,1,538,2018,1220031,3272,1950
4.5,3,1,Loft,Fairmount,1,539,2015,150982,2281,2004
4.0,5,2,Mansion,Old City,1,540,2018,939379,4421,1957
5.0,3,1,Loft,Bella Vista,0,541,,1131268,6658,1989
5.0,4,0,Apartment,Bella Vista,0,542,,540193,2242,2010
5.0,6,2,Apartment,Northern Liberties,0,543,2018,532198,4460,1938
1.5,2,0,Apartment,Rittenhouse Square,0,544,2010,1436227,5441,1919
5.0,3,2,Mansion,Old City,0,545,2015,1229099,4975,1930
2.5,4,0,Loft,Bella Vista,0,546,2015,1304821,5835,1996
3.5,4,1,Townhouse,University City,1,547,2010,372194,2680,1948
5.0,3,1,Apartment,Fishtown,0,548,2015,644147,6187,2019
4.5,6,0,Mansion,Fishtown,0,549,2018,1206664,5511,1986
4.5,5,0,Apartment,Chestnut Hill,1,550,2010,317131,3554,1974
5.0,2,1,Loft,Northern Liberties,0,551,2020,334739,4897,1959
4.0,1,2,Row House,Bella Vista,1,552,2020,1379141,4775,1960
3.0,2,1,Loft,Bella Vista,1,553,2020,1312627,5818,1997
3.0,2,1,Condo,Old City,1,554,2018,1271678,4954,1993
2.5,3,1,Row House,Center City,0,555,2018,302877,1591,1904
4.0,6,1,Townhouse,Northern Liberties,0,556,2020,1484673,1058,1969
3.0,3,1,Condo,Society Hill,0,557,2020,335631,837,1977
4.5,3,2,Single Family,Bella Vista,0,558,2020,169959,1406,1957
5.0,2,0,Mansion,University City,1,559,2015,692490,6399,1946
2.5,4,2,Single Family,Bella Vista,1,560,2018,479278,5768,1926
1.0,1,0,Townhouse,Old City,0,561,2018,615880,5029,2020
4.5,2,0,Row House,Old City,0,562,2010,822800,1879,2003
3.5,6,0,Row House,Chestnut Hill,1,563,2020,446736,2556,1966
1.5,2,2,Single Family,Society Hill,0,564,2015,734870,2859,1999
4.0,1,2,Row House,Bella Vista,1,565,2010,659414,3504,1935
3.0,2,2,Single Family,Fishtown,1,566,2010,375688,2470,1940
5.0,1,2,Row House,Fairmount,0,567,2018,1142619,6686,1902
2.5,5,0,Townhouse,Northern Liberties,0,568,2015,928285,1163,1985
5.0,4,1,Row House,Northern Liberties,1,569,,1124589,2446,1948
1.5,6,2,Row House,Fishtown,0,570,2018,740116,1600,1997
1.5,1,1,Loft,Fairmount,0,571,2010,1167836,3319,1919
3.0,4,0,Row House,Bella Vista,0,572,2020,795243,6006,1922
1.5,4,1,Apartment,Rittenhouse Square,0,573,2020,528988,3388,2010
2.0,6,0,Apartment,University City,1,574,,268206,2083,1913
2.0,6,0,Mansion,Bella Vista,0,575,,1450769,5392,1941
3.5,3,2,Loft,Chestnut Hill,1,576,2020,1455836,3668,1965
4.0,1,0,Single Family,Fishtown,1,577,2010,962729,1168,1950
2.0,2,1,Townhouse,Bella Vista,0,578,,684561,2429,1912
2.5,4,0,Townhouse,Chestnut Hill,1,579,2018,327179,6867,2000
3.0,4,2,Apartment,Rittenhouse Square,1,580,,1028866,2931,1982
2.5,4,1,Single Family,University City,1,581,2015,1202484,1977,1935
1.0,4,1,Loft,Society Hill,0,582,2010,1277915,3892,1945
3.5,6,2,Loft,Chestnut Hill,1,583,2020,1409987,1333,1988
3.0,1,2,Townhouse,University City,0,584,2020,816188,1134,1983
2.5,4,0,Loft,Fairmount,1,585,2020,1211291,4626,2014
2.0,5,2,Mansion,University City,1,586,2015,689639,2066,1940
2.5,1,2,Townhouse,University City,0,587,2020,1233953,4204,1948
2.0,3,1,Mansion,Society Hill,0,588,2010,1480155,4822,1952
1.0,5,2,Loft,Bella Vista,1,589,2010,561413,2923,1902
3.0,6,2,Row House,Center City,0,590,2015,349145,4155,1918
1.5,6,0,Apartment,Rittenhouse Square,0,591,2018,622307,4741,1960
3.5,3,0,Townhouse,University City,1,592,2020,165033,5995,2006
2.5,1,0,Apartment,University City,0,593,2020,830664,6876,1945
2.0,3,2,Row House,Old City,1,594,2020,1264987,4042,1935
1.5,4,0,Apartment,Old City,1,595,2010,1174458,1311,1998
4.0,3,0,Loft,Center City,0,596,2018,892723,1118,1910
1.0,5,2,Row House,Fairmount,1,597,2010,1000808,846,2018
3.0,6,2,Loft,Fishtown,0,598,2018,1263846,1633,1966
1.0,1,1,Townhouse,Society Hill,0,599,2010,192497,2308,1904
4.0,3,2,Condo,Northern Liberties,0,600,,1264465,1696,1905
4.5,3,2,Mansion,Fairmount,0,601,,1054217,6755,1907
4.0,4,2,Townhouse,Rittenhouse Square,0,602,,213432,3070,2016
1.0,2,2,Townhouse,Northern Liberties,1,603,2020,1424488,1283,1925
2.5,1,0,Row House,Center City,1,604,2018,527819,855,2014
3.0,6,0,Townhouse,Old City,1,605,2010,632344,3068,1975
1.5,3,1,Apartment,Northern Liberties,1,606,2020,840803,5738,1954
1.0,2,1,Townhouse,Fairmount,1,607,,575465,4546,1940
4.0,6,2,Apartment,Rittenhouse Square,0,608,2018,987179,1846,1922
3.5,2,0,Condo,Society Hill,0,609,,481726,1955,1969
3.5,4,1,Loft,Fishtown,0,610,2010,670905,5330,1916
2.5,6,1,Apartment,Center City,1,611,,1169131,4287,1925
2.5,3,1,Apartment,Bella Vista,0,612,2010,1130613,1492,1964
1.5,1,0,Row House,Rittenhouse Square,1,613,2010,1260282,3117,1935
5.0,5,0,Row House,Center City,0,614,2015,1320921,5992,1910
4.0,5,0,Row House,Fairmount,1,615,2015,455989,5999,1924
3.5,6,2,Apartment,Fishtown,1,616,2018,772792,961,2015
2.0,4,2,Townhouse,University City,1,617,,164820,1086,1933
3.0,6,1,Row House,Society Hill,0,618,2018,934243,2196,1970
2.0,2,0,Mansion,University City,0,619,2015,511909,3897,1975
4.5,1,2,Mansion,Fishtown,0,620,,572655,1624,1921
3.5,4,0,Townhouse,Rittenhouse Square,0,621,2015,268815,2712,1996
4.5,4,2,Mansion,University City,1,622,2015,465979,5556,1983
4.0,3,0,Townhouse,Society Hill,0,623,,552814,3748,1935
4.0,5,1,Mansion,Rittenhouse Square,1,624,2015,351609,5576,2019
1.5,6,1,Townhouse,Center City,1,625,2010,639043,5593,1929
4.5,6,1,Loft,Fairmount,1,626,2018,615293,4842,1944
1.5,1,1,Loft,Society Hill,1,627,2018,939023,2974,1935
3.0,3,2,Row House,Rittenhouse Square,0,628,2018,802877,6506,1994
2.5,3,1,Townhouse,Center City,0,629,,853650,3739,1986
4.0,3,2,Condo,Fairmount,0,630,2018,920945,3359,2017
2.5,4,2,Apartment,Old City,1,631,2015,751223,5628,1999
4.0,4,2,Row House,Northern Liberties,0,632,2010,604306,3683,1910
1.5,3,2,Loft,Fairmount,1,633,2020,764555,4506,1985
3.5,3,1,Single Family,Rittenhouse Square,0,634,2020,518350,2820,1911
3.5,5,0,Townhouse,Northern Liberties,1,635,2015,1330867,6480,1986
5.0,1,0,Apartment,Northern Liberties,0,636,2018,890938,1626,1964
5.0,3,0,Single Family,Bella Vista,1,637,2020,595559,4429,1900
1.5,2,0,Single Family,Rittenhouse Square,1,638,2010,1179155,4049,2002
3.5,1,1,Apartment,Rittenhouse Square,0,639,2018,1325155,831,2008
1.0,6,0,Loft,Northern Liberties,0,640,2010,438895,3913,1972
2.0,2,0,Condo,Chestnut Hill,1,641,2020,268059,6151,1947
5.0,6,1,Loft,University City,0,642,2015,1319518,6559,2008
3.0,6,2,Apartment,Bella Vista,1,643,2020,599501,3054,1912
4.5,4,1,Townhouse,Society Hill,1,644,2010,757731,1777,1909
1.0,5,1,Townhouse,Center City,0,645,2010,759174,3206,1915
1.5,6,0,Townhouse,University City,0,646,2010,1156049,3421,1929
1.5,3,0,Single Family,Fishtown,1,647,2020,977132,2416,1945
5.0,6,0,Row House,Northern Liberties,1,648,2020,1161874,6220,2020
3.5,4,2,Mansion,Fairmount,1,649,2010,872853,2571,1979
4.0,1,2,Condo,Chestnut Hill,0,650,2015,1492917,2815,1970
1.5,4,1,Apartment,Fairmount,0,651,2020,1277805,4440,1902
3.0,5,1,Single Family,Rittenhouse Square,1,652,2010,928651,3825,1972
5.0,2,2,Mansion,Chestnut Hill,0,653,2020,219790,4349,1998
1.5,4,1,Townhouse,Fairmount,0,654,,283784,2549,2000
3.0,1,2,Apartment,Northern Liberties,0,655,2015,991205,4675,2019
1.5,1,0,Loft,Chestnut Hill,1,656,2020,923401,3219,1977
3.0,3,0,Condo,Society Hill,0,657,2020,1228157,5722,1937
1.0,4,1,Row House,Chestnut Hill,0,658,2020,647703,3171,1930
5.0,1,0,Townhouse,Fairmount,0,659,2018,247090,1591,1931
1.5,1,0,Row House,Fishtown,1,660,2010,545386,1250,1935
2.0,5,2,Single Family,Fishtown,1,661,2018,1111630,5414,1985
2.0,5,0,Mansion,Old City,1,662,2018,350659,4132,1998
3.0,2,1,Loft,Center City,1,663,2010,1303030,3866,1921
4.5,1,2,Mansion,Fishtown,0,664,2020,371296,6731,1973
1.5,6,1,Row House,Old City,0,665,2020,1110269,3772,1938
2.5,3,2,Townhouse,Fishtown,0,666,2010,1103785,2678,1905
3.5,1,1,Townhouse,Northern Liberties,0,667,,1338302,6922,2005
3.0,2,2,Condo,Old City,0,668,2018,777896,3104,1901
5.0,4,0,Single Family,Fishtown,0,669,2018,1140547,1705,1949
2.5,3,2,Condo,Fairmount,0,670,2015,1204139,6244,1904
5.0,3,0,Mansion,Fairmount,1,671,2020,684082,1684,2011
4.5,1,1,Row House,Fairmount,0,672,2020,844573,3868,1934
2.5,5,0,Apartment,Old City,1,673,2018,964827,4177,2001
2.0,4,0,Townhouse,Rittenhouse Square,0,674,,1105252,2114,1908
4.5,6,2,Condo,Old City,1,675,,826722,3197,1923
5.0,5,0,Loft,Center City,1,676,2015,888467,4350,1963
2.5,4,1,Townhouse,Rittenhouse Square,1,677,2010,402721,2473,1961
1.0,1,2,Loft,Northern Liberties,0,678,2010,720391,3615,1942
1.5,2,1,Apartment,Fairmount,1,679,2010,560493,3164,1942
2.5,2,2,Townhouse,University City,1,680,2020,456650,2496,1915
2.0,3,2,Row House,Old City,0,681,2010,486963,1287,2006
3.0,6,0,Mansion,University City,0,682,2010,1283282,4051,1986
4.5,2,1,Apartment,Society Hill,0,683,2020,539629,3293,2014
4.0,3,1,Single Family,Bella Vista,1,684,2018,1424905,3590,1916
1.5,1,1,Condo,Old City,0,685,2020,1492035,5488,1967
4.5,5,1,Townhouse,University City,0,686,2018,1332552,3699,1915
2.0,5,2,Row House,Old City,0,687,2018,1432593,3582,1936
3.0,3,2,Condo,Old City,1,688,2015,622527,5497,1971
1.0,3,2,Townhouse,Old City,0,689,2020,1459147,3474,1900
1.0,5,2,Row House,Old City,0,690,2015,333075,3680,1967
4.0,6,0,Apartment,Fairmount,0,691,2020,1278152,944,1984
4.5,4,0,Single Family,Bella Vista,1,692,2015,514556,3456,1917
3.5,3,0,Townhouse,Fairmount,1,693,2020,1430764,3490,1986
3.0,1,2,Loft,Fairmount,0,694,2018,443119,3317,1996
4.5,5,2,Townhouse,Fishtown,1,695,2018,1171185,5914,1973
4.5,3,1,Townhouse,Fairmount,0,696,2010,178450,5148,1997
5.0,3,0,Single Family,Northern Liberties,0,697,2018,537045,5881,2016
1.5,5,1,Townhouse,Fishtown,0,698,2020,466244,1476,1998
3.0,1,0,Single Family,Chestnut Hill,1,699,2010,1343845,4453,1931
3.5,4,0,Loft,Bella Vista,0,700,2015,669831,2922,1904
4.0,5,2,Single Family,Rittenhouse Square,1,701,2015,805817,4411,1973
1.0,1,0,Apartment,Bella Vista,1,702,2010,228549,3124,1958
2.0,4,1,Loft,University City,0,703,2015,1422286,2632,1950
3.5,5,0,Condo,Bella Vista,0,704,2015,1249581,1233,2019
4.0,5,1,Row House,Chestnut Hill,1,705,2020,812887,4513,2012
1.5,3,2,Loft,Fairmount,0,706,2010,1377385,2863,1967
2.5,2,2,Single Family,Northern Liberties,0,707,2020,182469,1158,1966
3.0,5,1,Loft,Northern Liberties,1,708,2015,1158720,5034,1932
4.0,3,1,Condo,Bella Vista,1,709,2020,448735,3476,1972
2.0,6,2,Mansion,Old City,1,710,2018,836423,5936,1985
4.5,4,2,Single Family,Rittenhouse Square,0,711,2010,1110145,5856,2005
2.5,5,0,Apartment,Center City,0,712,2020,1326097,6057,1982
4.0,5,1,Apartment,Chestnut Hill,1,713,2010,1337890,5171,1934
3.5,4,2,Mansion,Bella Vista,0,714,2010,204000,6123,2001
1.0,4,2,Mansion,Bella Vista,1,715,2010,1319153,3253,1979
4.5,3,0,Apartment,Bella Vista,1,716,2015,924748,4393,1957
4.0,1,2,Loft,University City,1,717,2020,1093492,4889,2011
3.5,3,2,Apartment,Center City,0,718,2010,242842,5034,1982
1.0,6,1,Condo,Center City,0,719,2018,1252670,5659,1982
3.0,3,0,Townhouse,Center City,0,720,2010,801563,4077,1945
3.0,2,1,Loft,Center City,1,721,2018,1004036,2909,1965
5.0,4,2,Row House,Center City,1,722,2018,915935,2379,2008
3.5,2,2,Single Family,Society Hill,1,723,2020,1178594,2025,1927
5.0,6,1,Townhouse,Old City,1,724,2018,977923,4392,1908
3.0,1,0,Condo,Fishtown,1,725,2015,843703,3561,1928
1.5,1,0,Mansion,Bella Vista,1,726,2010,939747,6162,2020
3.5,3,2,Condo,Rittenhouse Square,1,727,2018,1463864,6953,1935
2.0,5,1,Row House,Fishtown,0,728,2020,1215038,3590,1911
1.5,6,2,Loft,Rittenhouse Square,0,729,2010,719543,1828,1980
5.0,4,0,Row House,Bella Vista,0,730,2010,508417,5782,1955
3.0,1,1,Apartment,University City,1,731,2010,985727,5856,1914
3.0,5,0,Townhouse,Fishtown,0,732,2010,1052499,1584,1987
2.0,5,1,Mansion,Old City,1,733,2010,1091687,4672,1948
3.5,2,0,Condo,Society Hill,0,734,2015,1038806,6301,1971
2.0,6,1,Townhouse,Rittenhouse Square,0,735,2018,1379465,6367,1984
4.5,1,2,Loft,Center City,0,736,2015,314545,5700,1943
3.5,6,1,Single Family,Center City,0,737,2018,1486454,4814,1920
4.5,4,2,Apartment,Society Hill,1,738,2018,1186636,2473,2020
1.0,5,0,Townhouse,Fishtown,1,739,,1050888,4481,2022
2.0,1,2,Single Family,Fishtown,0,740,2018,746955,2559,1936
2.5,5,2,Row House,Center City,0,741,,185510,5867,1962
5.0,4,0,Apartment,Center City,1,742,2015,1222895,3277,1916
4.0,4,2,Apartment,Northern Liberties,0,743,,1462138,6592,1965
3.0,2,0,Loft,Rittenhouse Square,0,744,2015,531668,5048,1947
1.5,1,1,Single Family,Rittenhouse Square,0,745,2010,820215,6982,1957
3.0,5,2,Apartment,Bella Vista,1,746,2018,1089862,6576,1916
3.5,5,0,Condo,Chestnut Hill,1,747,2018,316997,2013,1957
3.0,1,0,Apartment,Chestnut Hill,0,748,2018,1216943,3122,1942
3.0,2,0,Townhouse,Center City,0,749,,574326,3075,2011
2.0,5,0,Mansion,University City,0,750,,1052552,1424,1976
1.0,4,1,Loft,Bella Vista,0,751,2010,914674,1135,2011
2.0,6,1,Row House,Northern Liberties,1,752,,273154,3841,1999
4.5,5,1,Townhouse,Northern Liberties,1,753,2018,1304119,1915,1974
3.0,6,1,Single Family,Old City,1,754,2020,405798,5631,1907
3.5,6,2,Apartment,University City,1,755,2018,310336,1147,1999
5.0,5,1,Loft,Rittenhouse Square,1,756,2015,291989,937,2012
4.0,4,2,Loft,Center City,0,757,2018,468232,4213,1950
4.0,4,1,Row House,Rittenhouse Square,0,758,2018,1164404,6869,1964
3.0,6,2,Row House,Society Hill,1,759,2020,800620,3057,1989
1.5,1,2,Loft,Society Hill,0,760,2010,753468,3077,1991
4.0,6,1,Apartment,Society Hill,0,761,2020,1492955,4965,1943
3.0,2,0,Mansion,Old City,0,762,2015,1493978,1538,2001
3.0,6,1,Townhouse,Fairmount,1,763,,1133267,6864,1975
5.0,2,2,Condo,Old City,0,764,2015,937285,3340,1917
3.0,4,1,Single Family,Center City,0,765,2010,1121363,1398,2019
5.0,3,2,Mansion,Fairmount,1,766,2010,1037307,858,1955
2.0,5,2,Apartment,Society Hill,1,767,2020,243504,2961,1910
2.5,2,2,Condo,Society Hill,1,768,,781323,2690,1982
2.0,6,2,Mansion,Fairmount,0,769,2020,909632,2968,1906
2.0,3,1,Apartment,Old City,1,770,,252758,5442,1947
4.0,5,0,Loft,University City,0,771,2010,1046108,2564,1954
3.0,1,0,Single Family,Fishtown,1,772,,1425389,4241,2011
5.0,1,0,Townhouse,Society Hill,0,773,2010,166749,6364,2002
1.0,5,1,Townhouse,Center City,1,774,2015,889240,5705,1960
4.0,2,2,Single Family,Bella Vista,0,775,2020,1240387,4524,1945
3.5,2,2,Single Family,Rittenhouse Square,1,776,2018,644685,5051,1925
